Search type: State

Dicot

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
AMSAS,AMGR11,"Amelanchier grandiflora (Wiegand) Wiegand, non Rehder, nom. illeg.",
AMSAS,AMSAG2,Amelanchier sanguinea (Pursh) DC. var. grandiflora (Wiegand) Rehder,
AMST80,AMSP2,Amelanchier spicata auct. non (Lam.) K. Koch. p.p.,
AMST80,,Amelanchier stolonifera Wiegand,running serviceberry
AMORP,,Amorpha L.,false indigo
AMFR,AMCU4,Amorpha curtissii Rydb.,
AMFR,AMCR3,Amorpha croceolanata P.W. Watson,
AMFR,AMAN2,Amorpha angustifolia (Pursh) Boynt.,
AMFR,,Amorpha fruticosa L.,false indigo bush
AMFR,AMTE7,Amorpha tennesseensis Shuttlw. ex Kunze,
AMFR,AMFRO2,Amorpha fruticosa L. var. oblongifolia Palmer,
AMFR,AMFRA,Amorpha fruticosa L. var. angustifolia Pursh,
AMFR,AMBU2,Amorpha bushii Rydb.,
AMFR,AMFRC,Amorpha fruticosa L. var. croceolanata (P.W. Watson) P.W. Watson ex Mouillef.,
AMFR,AMFRT,Amorpha fruticosa L. var. tennesseensis (Shuttlw. ex Kunze) Palmer,
AMFR,AMFRE,Amorpha fruticosa L. var. emarginata Pursh,
AMFR,AMDE3,Amorpha dewinkeleri Small,
AMFR,AMFRO,Amorpha fruticosa L. var. occidentalis (Abrams) Kearney & Peebles,
AMFR,AMOCE,Amorpha occidentalis Abrams var. emarginata (Pursh) Palmer,
AMFR,AMOCA,Amorpha occidentalis Abrams var. arizonica (Rydb.) Palmer,
AMFR,AMOC,Amorpha occidentalis Abrams,
AMFR,AMVI3,Amorpha virgata Small,
AMPEL3,,Ampelopsis Michx.,peppervine
AMAC4,AMCO19,Ampelopsis cordata auct. non Michx.,
AMAC4,,Ampelopsis aconitifolia Bunge,monkshoodvine
AMBR7,AMHEB,Ampelopsis heterophylla (Thunb.) Siebold & Zucc. var. brevipedunculata (Regel) C.L. Li,
AMBR7,,Ampelopsis brevipedunculata (Maxim.) Trautv.,Amur peppervine
AMBR7,AMBRM,Ampelopsis brevipedunculata (Maxim.) Trautv. var. maximowiczii (Regel) Rehder,
AMBR7,AMHE4,Ampelopsis heterophylla (Thunb.) Siebold & Zucc.,
AMBR7,AMGLB,Ampelopsis glandulosa (Wall.) Momiy. var. brevipedunculata (Maxim.) Momiy.,
AMPHI4,,Amphicarpaea Elliott ex Nutt.,hogpeanut
AMBR2,,Amphicarpaea bracteata (L.) Fernald,American hogpeanut
AMBRB,AMMO5,Amphicarpaea monoica (L.) Elliott,
AMBRB,,Amphicarpaea bracteata (L.) Fernald var. bracteata,American hogpeanut
AMBRC,AMCO6,Amphicarpaea comosa (L.) G. Don,
AMBRC,,Amphicarpaea bracteata (L.) Fernald var. comosa,American hogpeanut
AMBRC,AMPI,Amphicarpaea pitcheri Torr. & A. Gray,
AMBRC,FACO2,Falcata comosa (L.) Kuntze,
AMBRC,FAPI,Falcata pitcheri (Torr. & A. Gray) Kuntze,
AMBRC,GLCO4,Glycine comosa L.,
AMSIN,,Amsinckia Lehm.,fiddleneck
AMLY,,Amsinckia lycopsoides Lehm.,tarweed fiddleneck
AMLY,AMBA6,Amsinckia barbata Greene,
AMLY,BELY2,Benthamia lycopsoides (Lehm.) Lindl. ex Druce,
AMME,,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.,Menzies' fiddleneck
AMMEI2,AMINE2,Amsinckia intermedia Fisch. & C.A. Mey. var. echinata (A. Gray) Wiggins,
AMMEI2,,Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders,common fiddleneck
AMMEI2,AMAR7,Amsinckia arizonica Suksd.,
AMMEI2,AMIN3,Amsinckia intermedia Fisch. & C.A. Mey.,
AMMEI2,AMMI2,Amsinckia microphylla Suksd.,
AMMEI2,AMDE5,Amsinckia demissa Suksd.,
AMMEI2,AMIN5,Amsinckia intactilis J.F. Macbr.,
AMMEI2,AMNA3,Amsinckia nana Suksd.,
AMMEI2,AMRI2,Amsinckia rigida Suksd.,
AMMEI2,AMEC,Amsinckia echinata A. Gray,
AMSON,,Amsonia Walter,bluestar
AMTA2,,Amsonia tabernaemontana Walter,eastern bluestar
AMTAT,AMAM8,"Amsonia amsonia (L.) Britton, nom. inval.",
AMTAT,,Amsonia tabernaemontana Walter var. tabernaemontana,eastern bluestar
AMTAT,AMGL3,Amsonia glaberrima Woodson,
ANAGA,,Anagallis L.,pimpernel
ANAR,,Anagallis arvensis L.,scarlet pimpernel
ANAR,LYAR6,Lysimachia arvensis (L.) U. Manns & Anderb.,
ANARA7,,Anagallis arvensis L. ssp. arvensis,scarlet pimpernel
ANMI4,,Anagallis minima (L.) Krause,chaffweed
ANMI4,CEMI,Centunculus minimus L.,
ANMI4,LYMI5,Lysimachia minima (L.) U. Manns & Anderb.,
ANAPH,,Anaphalis DC.,pearly everlasting
ANMA,ANMAS,Anaphalis margaritacea (L.) Benth. var. subalpina A. Gray,
ANMA,ANMAA,Anaphalis margaritacea (L.) Benth. var. angustior (Miq.) Nakai,
ANMA,ANMAI,Anaphalis margaritacea (L.) Benth. var. intercedens H. Hara,
ANMA,,Anaphalis margaritacea (L.) Benth.,western pearly everlasting
ANMA,ANMAR,Anaphalis margaritacea (L.) Benth. var. revoluta Suksd.,
ANMA,ANMAO,Anaphalis margaritacea (L.) Benth. var. occidentalis Greene,
ANMA,ANOC8,Anaphalis occidentalis (Greene) A. Heller,
ANMA,GNMA2,Gnaphalium margaritaceum L.,
ANCHU,,Anchusa L.,bugloss
ANAR16,,Anchusa arvensis (L.) M. Bieb.,small bugloss
ANAR16,LYAR,Lycopsis arvensis L.,
ANAZ,ANIT,Anchusa italica Retz.,
ANAZ,,Anchusa azurea Mill.,Italian bugloss
ANOF,,Anchusa officinalis L.,common bugloss
ANOF,ANPR2,Anchusa procera Besser ex Link,
ANDRO,,Andromeda L.,bog rosemary
ANPO,,Andromeda polifolia L.,bog rosemary
ANPOG,,Andromeda polifolia L. var. glaucophylla (Link) DC.,bog rosemary
ANPOG,ANPOG2,Andromeda polifolia L. ssp. glaucophylla (Link) Hultén,
ANPOG,ANGL,Andromeda glaucophylla Link,
ANPOG,ANGLI,Andromeda glaucophylla Link var. iodandra Fernald,
ANPOP,,Andromeda polifolia L. var. polifolia,bog rosemary
ANPOP,ANPOC,Andromeda polifolia L. var. concolor B. Boivin,
ANDRO3,,Androsace L.,rockjasmine
ANMA14,,Androsace maxima L.,greater rockjasmine
ANEMO,,Anemone L.,anemone
ANCA8,,Anemone canadensis L.,Canadian anemone
ANCA8,ANCA44,Anemonidium canadense (L.) Á. Löve & D. Löve,
ANCY,,Anemone cylindrica A. Gray,candle anemone
ANMU,,Anemone multifida Poir.,Pacific anemone
ANMUM3,,Anemone multifida Poir. var. multifida,Pacific anemone
ANMUM3,ANGL6,Anemone globosa (Torr. & A. Gray) Nutt. ex Pritz.,
ANMUM3,ANMUS3,Anemone multifida Poir. var. sansonii B. Boivin,
ANMUM3,ANHU3,Anemone hudsoniana (DC.) Richardson,
ANMUM3,ANMUG2,"Anemone multifida Poir. ssp. globosa (Torr. & A. Gray) Torr. & A. Gray, nom. nud.",
ANMUM3,ANMUG,Anemone multifida Poir. var. globosa Torr. & A. Gray,
ANMUM3,ANMUH2,Anemone multifida Poir. var. hudsoniana DC.,
ANMUM3,ANMUN,Anemone multifida Poir. var. nowosadii B. Boivin,
ANQU,,Anemone quinquefolia L.,wood anemone
ANQUQ,,Anemone quinquefolia L. var. quinquefolia,nightcaps
ANQUQ,ANNEQ,Anemone nemorosa L. var. quinquefolia (L.) Pursh,
ANVI3,,Anemone virginiana L.,tall thimbleweed
ANVIA2,,Anemone virginiana L. var. alba (Oakes) Alph. Wood,tall thimbleweed
ANVIA2,ANVIR,Anemone virginiana L. var. riparia (Fernald) B. Boivin,
ANVIA2,ANCYA,Anemone cylindrica A. Gray var. alba Oakes,
ANVIA2,ANRI2,Anemone riparia Fernald,
ANVIC,,Anemone virginiana L. var. cylindroidea B. Boivin,tall thimbleweed
ANVIV2,,Anemone virginiana L. var. virginiana,tall thimbleweed
ANETH,,Anethum L.,dill
ANGR2,,Anethum graveolens L.,dill
ANGEL,,Angelica L.,angelica
ANAT,ANATO,Angelica atropurpurea L. var. occidentalis Fassett,
ANAT,,Angelica atropurpurea L.,purplestem angelica
ANLU,COAC5,Coelopleurum actaeifolium (Michx.) J.M. Coult. & Rose,
ANLU,,Angelica lucida L.,seacoast angelica
ANLU,COLU2,Coelopleurum lucidum (L.) Fernald,
ANLU,COGM2,Coelopleurum gmelinii (DC.) Ledeb.,
ANLU,COLUG,Coelopleurum lucidum (L.) Fernald ssp. gmelinii (DC.) Á. Löve & D. Löve,
ANVE,,Angelica venenosa (Greenway) Fernald,hairy angelica
ANVE,ANVI7,"Angelica villosa (Walter) Britton, Sterns & Poggenb.",
ANODA,,Anoda Cav.,anoda
ANCR2,SICR2,Sida cristata L.,
ANCR2,ANCRB,Anoda cristata (L.) Schltdl. var. brachyantha (Rchb.) Hochr.,
ANCR2,ANAC3,Anoda acerifolia auct. non (Zucc. ex Roem. & Schult.) DC.,
ANCR2,,Anoda cristata (L.) Schltdl.,crested anoda
ANCR2,ANLA23,Anoda lavaterioides Medik.,
ANCR2,ANCRD,Anoda cristata (L.) Schltdl. var. digitata (A. Gray) Hochr.,
ANTEN,,Antennaria Gaertn.,pussytoes
ANHO,,Antennaria howellii Greene,Howell's pussytoes
ANHOC,ANNEC2,Antennaria neodioica Greene ssp. canadensis (Greene) Bayer & Stebbins,
ANHOC,ANCA38,Antennaria canadensis Greene,
ANHOC,ANNER,Antennaria neglecta Greene var. randii (Fernald) Cronquist,
ANHOC,,Antennaria howellii Greene ssp. canadensis (Greene) Bayer,Canadian pussytoes
ANHOC,ANRA4,Antennaria randii Fernald,
ANHOC,ANNEC5,Antennaria neglecta Greene var. canadensis (Greene) Cronquist,
ANHOC,ANSP3,Antennaria spathulata (Fernald) Fernald,
ANHOC,ANNER2,Antennaria neodioica Greene var. randii (Fernald) B. Boivin,
ANHON,ANRH2,Antennaria rhodantha Fernald,
ANHON,,Antennaria howellii Greene ssp. neodioica (Greene) Bayer,Howell's pussytoes
ANHON,ANNEA,Antennaria neglecta Greene var. attenuata (Fernald) Cronquist,
ANHON,ANNEA3,Antennaria neodioica Greene var. attenuata Fernald,
ANHON,ANNER3,Antennaria neodioica Greene var. rupicola (Fernald) Fernald,
ANHON,ANGR9,Antennaria grandis (Fernald) House,
ANHON,ANOB,Antennaria obovata E.E. Nelson,
ANHON,ANNEG2,Antennaria neodioica Greene var. grandis Fernald,
ANHON,ANNE80,Antennaria neodioica Greene,
ANHON,ANNEN2,Antennaria neglecta Greene var. neodioica (Greene) Cronquist,
ANHON,ANNEC3,Antennaria neodioica Greene var. chlorophylla Fernald,
ANHON,ANRU2,Antennaria rupicola Fernald,
ANHON,ANNEI,Antennaria neodioica Greene var. interjecta Fernald,
ANHON,ANRU3,Antennaria russellii B. Boivin,
ANHOP,ANAP2,Antennaria appendiculata Fernald,
ANHOP,,Antennaria howellii Greene ssp. petaloidea (Fernald) Bayer,small pussytoes
ANHOP,ANPES,Antennaria petaloidea (Fernald) Fernald var. scariosa Fernald,
ANHOP,ANNEP,Antennaria neodioica Greene ssp. petaloidea (Fernald) Bayer & Stebbins,
ANHOP,ANNEP2,Antennaria neodioica Greene var. petaloidea Fernald,
ANHOP,ANCO21,Antennaria concolor Piper,
ANHOP,ANPE11,Antennaria petaloidea (Fernald) Fernald,
ANHOP,ANNEP3,Antennaria neglecta Greene var. petaloidea (Fernald) Cronquist,
ANHOP,ANPE6,Antennaria pedicellata Greene,
ANHOP,ANST6,Antennaria stenolepis Greene,
ANHOP,ANPES2,Antennaria petaloidea (Fernald) Fernald var. subcorymbosa,
ANNE,,Antennaria neglecta Greene,field pussytoes
ANNE,ANAN10,Antennaria angustiarum Lunell,
ANNE,ANNEA4,Antennaria neglecta Greene var. athabascensis (Greene) Roy L. Taylor & MacBryde,
ANNE,ANER3,Antennaria erosa Greene,
ANNE,ANAT3,Antennaria athabascensis Greene,
ANNE,ANCAA,Antennaria campestris Rydb. var. athabascensis (Greene) B. Boivin,
ANNE,ANWI2,Antennaria wilsonii Greene,
ANNE,ANHOA,Antennaria howellii Greene var. athabascensis (Greene) B. Boivin,
ANNE,ANCA27,Antennaria campestris Rydb.,
ANNE,ANCH5,Antennaria chelonica Lunell,
ANNE,ANLO4,Antennaria longifolia Greene,
ANNE,ANHOC2,Antennaria howellii Greene var. campestris (Rydb.) B. Boivin,
ANNE,ANNE7,Antennaria nebraskensis Greene,
ANNE,ANLU4,Antennaria lunellii Greene,
ANNE,ANNEC,Antennaria neglecta Greene var. campestris (Rydb.) Steyerm.,
ANNE,ANPA6,Antennaria parvula Greene,
ANPA9,,Antennaria parlinii Fernald,Parlin's pussytoes
ANPAF,,Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins,Parlin's pussytoes
ANPAF,ANAM2,Antennaria ambigens (Greene) Fernald,
ANPAF,ANAM3,Antennaria ampla Bush,
ANPAF,ANAR14,Antennaria arkansana Greene,
ANPAF,ANARA5,Antennaria arnoglossa Greene var. ambigens,
ANPAF,ANMU6,Antennaria munda Fernald,
ANPAF,ANME4,Antennaria mesochora Greene,
ANPAF,ANFA,Antennaria fallax Greene,
ANPAF,ANBI2,Antennaria bifrons Greene,
ANPAF,ANFA4,Antennaria farwellii Greene,
ANPAF,ANUM2,Antennaria umbellata Greene,
ANPAF,ANFAC,Antennaria fallax Greene var. calophylla (Greene) Fernald,
ANPAF,ANBR10,Antennaria brainerdii Greene,
ANPAF,ANGR4,Antennaria greenei Bush,
ANPAF,ANCA26,Antennaria calophylla Greene,
ANPAF,ANPAF2,Antennaria parlinii Fernald var. farwellii (Greene) B. Boivin,
ANPAF,ANOC4,Antennaria occidentalis Greene,
ANPAF,ANPLA,Antennaria plantaginifolia (L.) Richardson var. ambigens (Greene) Cronquist,
ANPAP,ANPAA,Antennaria parlinii Fernald var. arnoglossa (Greene) Fernald,
ANPAP,,Antennaria parlinii Fernald ssp. parlinii,Parlin's pussytoes
ANPAP,ANAR13,Antennaria arnoglossa Greene,
ANPAP,ANPLP3,Antennaria plantaginifolia (L.) Richardson var. parlinii (Fernald) Cronquist,
ANPAP,ANPLA2,Antennaria plantaginifolia (L.) Richardson var. arnoglossa (Greene) Cronquist,
ANPL,ANDE6,Antennaria decipiens Greene,
ANPL,ANDE7,Antennaria denikeana B. Boivin,
ANPL,,Antennaria plantaginifolia (L.) Richardson,woman's tobacco
ANPL,ANCA25,Antennaria caroliniana Rydb.,
ANPL,GNPL,Gnaphalium plantaginifolium L.,
ANPL,ANPE9,Antennaria petiolata Fernald,
ANPL,ANNE3,Antennaria nemoralis Greene,
ANPL,ANPI3,Antennaria pinetorum Greene,
ANPL,ANPLP2,Antennaria plantaginifolia (L.) Richardson var. petiolata (Fernald) A. Heller,
ANTHE,,Anthemis L.,chamomile
ANAR6,,Anthemis arvensis L.,corn chamomile
ANAR6,ANARA2,Anthemis arvensis L. var. agrestis (Wallr.) DC.,
ANCO2,,Anthemis cotula L.,stinking chamomile
ANCO2,MACO22,Maruta cotula (L.) DC.,
ANTI,,Anthemis tinctoria L.,golden chamomile
ANTI,COTI4,Cota tinctoria (L.) J. Gay,
ANTHR,,Anthriscus Pers.,chervil
ANCA14,ANSC8,"Anthriscus scandicina Mansf., nom. illeg.",
ANCA14,,Anthriscus caucalis M. Bieb.,bur chervil
ANCA14,ANNES,Anthriscus neglecta Boiss. & Reut. var. scandix (Scop.) Hyl.,
ANCE,,Anthriscus cerefolium (L.) Hoffm.,garden chervil
ANCE,CECE3,"Cerefolium cerefolium (L.) Schinz & Thell., nom. inval.",
ANCE,SCCE4,Scandix cerefolium L.,
ANCE,ANLO5,Anthriscus longirostris Bertol.,
ANSY,CHSY,Chaerophyllum sylvestre L.,
ANSY,,Anthriscus sylvestris (L.) Hoffm.,wild chervil
ANTHY,,Anthyllis L.,kidneyvetch
ANVU,,Anthyllis vulneraria L.,common kidneyvetch
ANTIR2,,Antirrhinum L.,snapdragon
ANMA3,,Antirrhinum majus L.,garden snapdragon
APHAN4,,Aphanes L.,parsley piert
APMI,,Aphanes microcarpa (Boiss. & Reut.) Rothm.,slender parsley piert
APMI,ALMI,Alchemilla microcarpa Boiss. & Reut.,
APMI,APAU,Aphanes australis Rydb.,
APIOS,,Apios Fabr.,groundnut
APAM,,Apios americana Medik.,groundnut
APAM,APAMT,Apios americana Medik. var. turrigera Fernald,
APAM,GLAP,Glycine apios L.,
APIUM,,Apium L.,celery
APGR2,,Apium graveolens L.,wild celery
APGRD,CEGR11,Celeri graveolens (L.) Britton p.p.,
APGRD,,Apium graveolens L. var. dulce (Mill.) DC.,wild celery
APGRD,APDU2,Apium dulce Mill.,
APOCY,,Apocynum L.,dogbane
APFL,APMEL,Apocynum medium Greene var. lividum (Greene) Woodson,
APFL,APJO,Apocynum jonesii Woodson,
APFL,,Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum],
APFL,APMEL2,Apocynum medium Greene var. leuconeuron (Greene) Woodson,
APFL,APMES,Apocynum medium Greene var. sarniense (Greene) Woodson,
APFL,APME,Apocynum medium Greene,
APFL,APMI2,Apocynum milleri Britton,
APFL,APMEF,Apocynum medium Greene var. floribundum (Greene) Woodson,
APFL,APMEV,Apocynum medium Greene var. vestitum (Greene) Woodson,
APAN2,APANG4,Apocynum androsaemifolium L. var. griseum (Greene) Bég. & Beloserky,
APAN2,,Apocynum androsaemifolium L.,spreading dogbane
APAN2,APANG2,Apocynum androsaemifolium L. var. glabrum Macoun,
APAN2,APAM2,Apocynum ambigens Greene,
APAN2,APANP3,Apocynum androsaemifolium L. var. pumilum A. Gray,
APAN2,APANI2,Apocynum androsaemifolium L. var. intermedium Woodson,
APAN2,APPUR,Apocynum pumilum (A. Gray) Greene var. rhomboideum (Greene) Bég. & Beloserky,
APAN2,APANI3,Apocynum androsaemifolium L. var. incanum A. DC.,
APAN2,APANT2,Apocynum androsaemifolium L. var. tomentellum (Greene) B. Boivin,
APAN2,APANP,Apocynum androsaemifolium L. ssp. pumilum (A. Gray) B. Boivin,
APAN2,APANW2,Apocynum androsaemifolium L. var. woodsonii B. Boivin,
APAN2,APPU,Apocynum pumilum (A. Gray) Greene,
APAN2,APSC,Apocynum scopulorum Greene ex Rydb.,
APCA,APCAA,Apocynum cannabinum L. var. angustifolium (Wooton) N.H. Holmgren,
APCA,APHY2,Apocynum hypericifolium Aiton,
APCA,APCAG,Apocynum cannabinum L. var. glaberrimum A. DC.,
APCA,,Apocynum cannabinum L.,Indianhemp
APCA,APCAN,Apocynum cannabinum L. var. nemorale (G.S. Mill.) Fernald,
APCA,APSU,Apocynum suksdorfii Greene,
APCA,APCAP2,Apocynum cannabinum L. var. pubescens (Mitchell ex R. Br.) Woodson,
APCA,APCAG2,Apocynum cannabinum L. var. greeneanum (Bég. & Beloserky) Woodson,
APCA,APSUA2,Apocynum suksdorfii Greene var. angustifolium (Wooton) Woodson,
APCA,APCAH,Apocynum cannabinum L. var. hypericifolium (Aiton) A. Gray,
APCA,APCAS,Apocynum cannabinum L. var. suksdorfii (Greene) Bég. & Beloserky,
APCA,APPU2,Apocynum pubescens Mitchell ex R. Br.,
APCA,APSI,Apocynum sibiricum Jacq.,
APCA,APSIC,Apocynum sibiricum Jacq. var. cordigerum (Greene) Fernald,
APCA,APSIF,Apocynum sibiricum Jacq. var. farwellii (Greene) Fernald,
APCA,APSIS,Apocynum sibiricum Jacq. var. salignum (Greene) Fernald,
AQUIL,,Aquilegia L.,columbine
AQCA,AQCAL,Aquilegia canadensis L. var. latiuscula (Greene) Munz,
AQCA,AQPH2,Aquilegia phoenicantha Cory,
AQCA,AQAU2,Aquilegia australis Small,
AQCA,,Aquilegia canadensis L.,red columbine
AQCA,AQCAA,Aquilegia canadensis L. var. australis (Small) Munz,
AQCA,AQCAC,Aquilegia canadensis L. var. coccinea (Small) Munz,
AQCA,AQCAE,Aquilegia canadensis L. var. eminens (Greene) B. Boivin,
AQCA,AQCO3,Aquilegia coccinea Small,
AQCA,AQCAH,Aquilegia canadensis L. var. hybrida Hook.,
AQCA,AQLA2,Aquilegia latiuscula Greene,
AQVU,,Aquilegia vulgaris L.,European columbine
ARABI,,Arabidopsis Heynh.,rockcress
ARTH,,Arabidopsis thaliana (L.) Heynh.,mouseear cress
ARTH,SITH3,Sisymbrium thalianum (L.) J. Gay & Monn.,
ARTH,ARTH2,Arabis thaliana L.,
ARABI2,,Arabis L.,rockcress
ARDI2,,Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii],spreadingpod rockcress
ARDI2,ARCOI,Arabis confinis S. Watson var. interposita (Greene) S.L. Welsh & Reveal,
ARDI2,ARDID3,Arabis divaricarpa A. Nelson var. dechamplainii B. Boivin,
ARDI2,BOGR6,Boechera grahamii (Lehm.) Windham & Al-Shehbaz,
ARDI2,ARAC6,Arabis acutina Greene,
ARDI2,ARDIT,Arabis divaricarpa A. Nelson var. typica Rollins,
ARDI2,BODI4,Boechera divaricarpa (A. Nelson) Á. Löve & D. Löve,
ARDI2,ARDII,Arabis divaricarpa A. Nelson var. interposita (Greene) Rollins,
ARDI2,ARDIS2,Arabis divaricarpa A. Nelson var. stenocarpa M. Hopkins,
ARDI2,ARIN9,Arabis interposita Greene,
ARAL8,ARALA3,Arabis alpina L. var. albida (Stev.) Paoletti,
ARAL8,ARAL15,Arabis albida Stev.,
ARAL8,,Arabis alpina L.,alpine rockcress
ARAL8,ARALG,Arabis alpina L. var. glabrata Blytt,
ARAL8,ARCA18,Arabis caucasica Willd.,
ARCA,,Arabis canadensis L.,sicklepod
ARCA,BOCA11,Boechera canadensis (L.) Al-Shehbaz,
ARDR,,Arabis drummondii A. Gray,Drummond's rockcress
ARDR,ARDRO,Arabis drummondii A. Gray var. oxyphylla (Greene) M. Hopkins,
ARDR,ARCO24,Arabis confinis S. Watson,
ARDR,ARDRC,Arabis drummondii A. Gray var. connexa (Greene) Fernald,
ARDR,ARBR7,Arabis brachycarpa (Torr. & A. Gray) Britton,
ARDR,BOAN6,Boechera angustifolia (Nutt.) Dorn,
ARDR,AROX2,Arabis oxyphylla Greene,
ARDR,ERDR2,Erysimum drummondii (A. Gray) Kuntze,
ARDR,ARCO18,Arabis connexa Greene,
ARDR,BODR,Boechera drummondii (A. Gray) Á. Löve & D. Löve,
ARDR,BOST4,Boechera stricta (Graham) Al-Shehbaz,
ARDR,TUDR,Turritis drummondii (A. Gray) Lunell,
ARDR,BOBR4,Boechera brachycarpa (Torr. & A. Gray) Dorn,
ARGL,ARGLF,Arabis glabra (L.) Bernh. var. furcatipilis M. Hopkins,
ARGL,ARGLG6,Arabis glabra (L.) Bernh. var. glabra,
ARGL,,Arabis glabra (L.) Bernh.,tower rockcress
ARGL,TUGL,Turritis glabra L.,
ARHI,,Arabis hirsuta (L.) Scop.,hairy rockcress
ARHIP,ARHIP2,Arabis hirsuta (L.) Scop. ssp. pycnocarpa (M. Hopkins) Hultén,
ARHIP,,Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins,creamflower rockcress
ARHIP,AROV2,"Arabis ovata sensu Small, non Michx.",
ARHIP,ARHIA,Arabis hirsuta (L.) Scop. var. adpressipilis (M. Hopkins) Rollins,
ARHIP,ARPY4,Arabis pycnocarpa M. Hopkins,
ARHIP,ARPYA,Arabis pycnocarpa M. Hopkins var. adpressipilis,
ARLA,BOLA6,Boechera laevigata (Muhl. ex Willd.) Al-Shehbaz,
ARLA,,Arabis laevigata (Muhl. ex Willd.) Poir.,smooth rockcress
ARLAL,ARHE7,Arabis heterophylla Nutt.,
ARLAL,TULA2,Turritis laevigata Muhl. ex Willd.,
ARLAL,,Arabis laevigata (Muhl. ex Willd.) Poir. var. laevigata,smooth rockcress
ARLAL,ARLY3,Arabis lyrifolia DC.,
ARLY2,ARLYG,Arabis lyrata L. var. glabra (DC.) M. Hopkins,
ARLY2,,Arabis lyrata L.,lyrate rockcress
ARLY2,ARLY5,Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz,
ARMI5,ARLAM2,Arabis laevigata (Muhl. ex Willd.) Poir. var. missouriensis (Greene) H.E. Ahles,
ARMI5,,Arabis missouriensis Greene,green rockcress
ARMI5,ARMID,Arabis missouriensis Greene var. deamii (M. Hopkins) M. Hopkins,
ARMI5,ARVID2,Arabis viridis Harger var. deamii M. Hopkins,
ARMI5,ARVI9,Arabis viridis Harger,
ARMI5,ARVIH,Arabis viridis Harger var. heterophylla (Farw.) Farw.,
ARMI5,BOMI4,Boechera missouriensis (Greene) Al-Shehbaz,
ARSH2,,Arabis shortii (Fernald) Gleason,Short's rockcress
ARSH2,ARDEP,Arabis dentata (Torr.) Torr. & A. Gray var. phalacrocarpa M. Hopkins,
ARSH2,ARDE8,Arabis dentata (Torr.) Torr. & A. Gray,
ARSH2,ARPEP2,Arabis perstellata E.L. Braun var. phalacrocarpa (M. Hopkins) Fernald,
ARSH2,BODE3,Boechera dentata (Raf.) Al-Shehbaz & Zarucchi,
ARSH2,ARSHP,Arabis shortii (Fernald) Gleason var. phalacrocarpa (M. Hopkins) Steyerm.,
ARSH2,ARPES,Arabis perstellata E.L. Braun var. shortii Fernald,
ARSH2,BOSH,Boechera shortii (Fernald) Al-Shehbaz,
ARSH2,IODE,Iodanthus dentatus (Torr.) Greene,
ARSH2,SIDE7,Sisymbrium dentatum Torr.,
ARALI,,Aralia L.,spikenard
AREL8,,Aralia elata (Miq.) Seem.,Japanese angelica tree
AREL8,DIEL,Dimorphanthus elatus Miq.,
ARHI2,,Aralia hispida Vent.,bristly sarsaparilla
ARNU2,,Aralia nudicaulis L.,wild sarsaparilla
ARRA,,Aralia racemosa L.,American spikenard
ARRAR,,Aralia racemosa L. ssp. racemosa,American spikenard
ARSP2,,Aralia spinosa L.,devil's walkingstick
ARCEU,,Arceuthobium M. Bieb.,dwarf mistletoe
ARPU3,RAPU4,Razoumofskya pusilla (Peck) Kuntze,
ARPU3,,Arceuthobium pusillum Peck,eastern dwarf mistletoe
ARCTI,,Arctium L.,burdock
ARLA3,,Arctium lappa L.,greater burdock
ARLA3,LAMA13,Lappa major Gaertn.,
ARMI2,,Arctium minus Bernh.,lesser burdock
ARMI2,LAMI7,Lappa minor Hill,
ARTO,,Arctium tomentosum Mill.,woolly burdock
ARVU2,ARMIN,Arctium minus Bernh. ssp. nemorosum (Lej. & Court.) Syme,
ARVU2,,Arctium vulgare (Hill) Evans,woodland burdock
ARVU2,ARNE5,Arctium nemorosum Lej. & Court.,
ARCTO3,,Arctostaphylos Adans.,manzanita
ARUV,ARUVA2,Arctostaphylos uva-ursi (L.) Spreng. ssp. adenotricha (Fernald & J.F. Macbr.) Calder & Roy L. Taylor,
ARUV,,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick
ARUV,ARUVC3,Arctostaphylos uva-ursi (L.) Spreng. ssp. coactilis (Fernald & J.F. Macbr.) Á. Löve & D. Löve & Kapoor,
ARUV,ARUVA,Arctostaphylos uva-ursi (L.) Spreng. var. adenotricha Fernald & J.F. Macbr.,
ARUV,UVUV,"Uva-Ursi uva-ursi (L.) Britton, nom. inval.",
ARUV,ARAD3,Arctostaphylos adenotricha (Fernald & J.F. Macbr.) Á. Löve & D. Löve & Kapoor,
ARUV,ARUVM2,Arctostaphylos uva-ursi (L.) Spreng. var. marinensis J.B. Roof,
